Realm Name	Export Time	PMktPrice Date	Reserved	Item ID	Item Name	AH MarketPrice Coppers	AH Quantity	AH MarketPrice	AH MinimumPrice	14-day Median Market Price	Median Market Price StdDev	14-day Todays PMktPrice	PMktPrice StdDev	Daily Price Change	Avg Daily Posted	Avg Estimated Daily Sold	Estimated Demand
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	111603	Antiseptic Bandage	0	0	0	0	0.52	0.01	0.53	0.01	0.0016	21.14	3.71	0.1755
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	111650	Small Jawless Skulker	5000	3	0.5	0.5	3.41	2.91	0.38	0	-0.1182	0.86	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	111651	Small Fat Sleeper	0	0	0	0	2	1.16	2.67	0.24	0.2035	1.93	0.57	0.2953
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	111652	Small Blind Lake Sturgeon	0	0	0	0	2	0.75	1.16	0.6	-0.0686	0.86	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	111658	Small Sea Scorpion	71000	3	7.1	7.1	4.46	2.01	5.21	1.87	0.0428	4.93	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	111659	Small Abyssal Gulper Eel	0	0	0	0	1.5	9.74	1.12	1.66	-0.1715	1.29	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	111660	Iron Starlette	15766032	1	1576.6032	1576.6032	2511.05	2531.41	3156.29	2282.16	-0.0196	2.64	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	111662	Small Blackwater Whiptail	89499	1	8.95	8.95	3	3.91	7.54	2.86	0.0981	1	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	111663	Blackwater Whiptail	0	0	0	0	1.14	0.46	0.35	0.21	-0.0952	38.29	2.71	0.0708
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	111664	Abyssal Gulper Eel	0	0	0	0	3.91	0.72	2.39	0.15	-0.0447	4.5	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	111665	Sea Scorpion	41130	122	4.113	3.6882	3.17	0.38	3.85	0.13	0.0261	132.71	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	111666	Fire Ammonite	65770	199	6.577	6.577	6.35	0.22	6.12	0.2	-0.0036	60.86	2.36	0.0388
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	111667	Blind Lake Sturgeon	21800	15	2.18	2.18	2.18	0.9	2.32	0.93	0.0146	13.93	1.57	0.1127
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	111668	Fat Sleeper	0	0	0	0	2.81	0.4	3.35	0.3	0.0248	15.43	0.71	0.046
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	111669	Jawless Skulker	63178	12	6.3178	6.3178	6.66	0.27	6.73	0.27	0.0019	19.29	0.14	0.0073
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	111670	Enormous Blackwater Whiptail	28329	38	2.8329	2.8329	3.01	0.17	2.74	0.11	-0.0086	46.36	0.07	0.0015
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	111671	Enormous Abyssal Gulper Eel	10000	101	1	0.99	2.22	0.45	2.04	0.42	-0.0003	203.71	0.21	0.001
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	111672	Enormous Sea Scorpion	8000	131	0.8	0.4949	4.6	2.09	1.95	1.56	-0.0597	146.29	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	111673	Enormous Fire Ammonite	19799	439	1.9799	1.5	3.94	2.11	0.75	1.11	-0.1208	144.57	2.43	0.0168
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	111674	Enormous Blind Lake Sturgeon	24000	227	2.4	0.99	2.4	0.36	2.27	0.34	-0.0123	233.43	1.86	0.008
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	111675	Enormous Fat Sleeper	24000	201	2.4	0.8	2.4	0.87	2.33	0.72	0.0266	224.79	2.57	0.0114
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	111676	Enormous Jawless Skulker	50000	261	5	4.95	10.85	3.58	5.43	2.45	-0.0572	383.64	0.14	0.0004
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	111820	Swapblaster	59030000	3	5903	5903	6989	3659.3	3447.77	3199.66	-0.0701	8.57	0.29	0.0338
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112057	Lifelike Mechanical Frostboar	2999983	3	299.9983	299.9983	300	160.46	319.33	137.75	-0.0218	7.43	0.29	0.039
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112059	Wormhole Centrifuge	7959899	3	795.9899	795.9899	1094.93	551.41	596.99	230.37	-0.0854	7.43	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112090	Transmorphic Tincture	999899	1	99.9899	99.9899	155.68	55.95	74.99	15.52	-0.0804	33.64	0.71	0.0211
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112093	Enchant Weapon - Mark of the Shattered Hand	1399995	5	139.9995	139.9995	99	23.24	104.05	21.92	0.0172	9.21	0.57	0.0619
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112115	Enchant Weapon - Mark of Shadowmoon	2864998	15	286.4998	286.4998	288	0.72	286.89	0.47	-0.0005	15.57	0.43	0.0276
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112156	Blackened Dragonscale Fragment	0	0	0	0	159	0	159	0	0	1.57	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112157	Prismatic Scale Fragment	0	0	0	0	66.03	0	66.03	0	0	0.29	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112158	Icy Dragonscale Fragment	0	0	0	0	66.65	37.1	30.09	31.34	-0.0554	11.36	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112160	Enchant Weapon - Mark of Blackrock	1939995	9	193.9995	193.9995	199.87	91.25	162.07	92.87	-0.0229	13.79	0.29	0.021
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112164	Enchant Weapon - Mark of Warsong	9499598	8	949.9598	949.9598	984.96	19.56	950.53	9.59	-0.0033	9.14	0.14	0.0153
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112165	Enchant Weapon - Mark of the Frostwolf	3000000	6	300	300	980	286.35	527.15	182.93	-0.0514	12.57	0.36	0.0286
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112177	Nerubian Chitin Fragment	355785	2	35.5785	35.5785	18.44	22.51	49.82	14.27	0.1729	2.64	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112271	Eight of Iron	1000000	1	100	100	49.2	113.95	75.35	108.52	-0.025	1.79	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112272	Seven of Iron	441398	2	44.1398	44.1398	42.36	15.6	20.74	11.68	-0.0574	2	0.07	0.035
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112273	Six of Iron	0	0	0	0	47.78	79.41	207.82	47.49	0.1338	3.14	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112274	Four of Iron	0	0	0	0	29.31	17.12	10.5	2.64	-0.1018	0.93	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112275	Five of Iron	0	0	0	0	100	41.18	111.04	37.34	-0.0108	0.93	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112276	Three of Iron	0	0	0	0	77.51	81.07	3.75	45.86	-0.1734	0.5	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112277	Two of Iron	0	0	0	0	100	63.64	20.48	45.43	-0.1085	1	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112278	Ace of Iron	80000	1	8	8	24.63	169.79	56.38	153.88	-0.0615	2.86	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112279	Eight of Visions	0	0	0	0	555.4	366.94	3.74	157.44	-0.1571	1.21	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112280	Seven of Visions	0	0	0	0	321.02	140.51	255.23	133.15	0.0012	0.57	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112281	Six of Visions	1342087	4	134.2087	134.2087	74.49	19.33	100.46	16.25	0.0352	4.36	0.07	0.0161
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112282	Five of Visions	0	0	0	0	28.71	15.52	6.91	9.52	-0.0942	0.57	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112283	Four of Visions	0	0	0	0	130.59	80.58	174.12	0	0.719	0.86	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112284	Three of Visions	0	0	0	0	5	0	5	0	0	0.21	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112285	Two of Visions	0	0	0	0	351.77	282.6	74.25	159.86	-0.236	0.86	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112286	Ace of Visions	0	0	0	0	5	186.57	3.75	95.48	-0.1655	0.79	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112287	Eight of War	0	0	0	0	50.51	279.06	7.5	174.68	-0.1906	0.86	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112288	Seven of War	3500000	1	350	350	428.92	208.31	104.97	130.92	-0.0932	2.64	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112289	Six of War	1000000	7	100	100	350	192.41	12.47	100.52	-0.1356	3.93	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112290	Five of War	500000	1	50	50	457.07	296.98	140.79	231.53	-0.0856	0.57	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112291	Four of War	0	0	0	0	133.09	143.21	3.75	22.07	-0.1748	0.79	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112293	Two of War	3500000	2	350	350	350	87.59	241.92	67.83	-0.0279	2.07	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112294	Ace of War	0	0	0	0	486.99	315.54	3.75	121.64	-0.1679	0.64	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112295	Eight of the Moon	0	0	0	0	195.16	161.72	37.88	91.48	-0.2395	0.43	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112297	Six of the Moon	0	0	0	0	95.2	45.14	7.5	22.35	-0.1252	3.71	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112298	Five of the Moon	0	0	0	0	467.25	0	467.25	0	0	0.14	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112299	Four of the Moon	0	0	0	0	85	117.1	17.8	112.16	-0.1168	1.29	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112300	Three of the Moon	0	0	0	0	23.94	238.44	7.5	168.98	-0.1786	1	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112301	Two of the Moon	0	0	0	0	449.07	287.44	7.5	110.81	-0.166	1.29	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112302	Ace of the Moon	0	0	0	0	418.24	0	418.24	0	0	0.14	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112305	Visions Deck	0	0	0	0	6663.17	0	6663.17	0	0	0.14	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112317	Winged Hourglass	299989999	1	29998.9999	29998.9999	2222	21869.73	37754.63	13074.76	0.2128	5.43	0.21	0.0387
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112318	Skull of War	0	0	0	0	5556	2720.54	9016.26	1524.45	0.1005	4.93	0.14	0.0284
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112319	Knight's Badge	124160102	1	12416.0102	12416.0102	2222	3331.17	4647.01	3201.92	0.061	5.43	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112320	Sandman's Pouch	299989999	1	29998.9999	29998.9999	9988	13851.06	28292.27	10185.26	0.0801	3	0.07	0.0233
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112321	Enchanted Dust	604955	1	60.4955	60.4955	39	44.66	85.49	39.91	0.0875	24.57	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112384	Reflecting Prism	810999	28	81.1	81.1	239.75	90.49	78.84	43.41	-0.0817	27.86	0.79	0.0284
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	112449	Iron Horde Rations	7000	30	0.7	0.7	0.83	0.04	0.79	0.03	-0.006	41.36	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	113111	Warbinder's Ink	856143	21	85.6143	85.6142	36.51	32.56	44.63	32.83	-0.0001	26.43	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	113131	Warmaster's Firestick	76419996	1	7641.9996	7641.9996	7450.95	18543.04	582.75	9881.5	-0.1672	2.36	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	113134	Crystalfire Spellstaff	0	0	0	0	9975.1	2597	10738.74	2524.44	0.0184	9.64	0.21	0.0218
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	113135	Iron Joker	0	0	0	0	24834.46	4590.91	29611.83	1278.77	0.0366	0.43	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	113139	Visions Joker	0	0	0	0	6213.06	536.96	8284.07	240.14	0.0332	0.36	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	113142	Moon Joker	0	0	0	0	900	81.65	1200	31.62	0.0402	0.36	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	113261	Sorcerous Fire	150000	2050	15	1.0481	0.55	0.23	0.24	0.06	-0.091	4290.57	17.93	0.0042
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	113262	Sorcerous Water	7703	3115	0.7703	0.76	0.81	0.93	1.79	0.8	0.0645	4458.64	166.86	0.0374
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	113263	Sorcerous Earth	175000	1751	17.5	10.4888	13.48	1	11.98	0.68	-0.0133	6198.71	467.36	0.0754
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	113264	Sorcerous Air	70000	3258	7	1.14	1	4.98	4.72	4.8	0.1374	3600	360	0.1
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	113270	Shadowtome	0	0	0	0	815	0	829	0	0.0012	0.07	0.07	1
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	113273	Orb of the Soulstealer	10000000	1	1000	1000	1000	0	1014	0	0.001	0.07	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	113289	Volatile Crystal	450000	2	45	45	60.3	48.32	33.89	43.8	-0.0765	35.21	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	113355	Card of Omens	132264	111	13.2264	13.2264	8.2	2.32	11.86	1.52	0.0394	92.29	2.86	0.031
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	113530	Scaly Skin	0	0	0	0	72.08	8.32	115.33	5.58	0.0504	3.43	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	113574	Scrap of Cloth	0	0	0	0	4.99	0	4.99	0	0	1.07	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	113576	Scrap of Cloth	0	0	0	0	80.62	0	80.62	0	0	0.29	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	113585	Iron Horde Rejuvenation Potion	1000	10	0.1	0.1	0.08	0.01	0.06	0	-0.0172	8.36	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	113588	Temporal Crystal	200000	26	20	20	25	7.29	24.44	7.56	-0.0048	314.14	66.29	0.211
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	113593	Grips of Vicious Mauling	25000000	5	2500	2500	1910.2	1452.45	3639.09	1223.63	0.0807	5.5	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	113602	Throat-Ripper Gauntlets	3250000	6	325	325	1100	1245.58	200.98	629.72	-0.1607	9.71	0.36	0.0371
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	113610	Meatmonger's Gory Grips	26000000	4	2600	2600	1780	1318.53	2986.65	1212.27	0.0467	5.14	0.29	0.0564
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	113632	Gauntlets of the Heavy Hand	0	0	0	0	1687.77	420.58	983.1	296.02	-0.0484	3.71	0.07	0.0189
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	113865	Darklight Necklace	0	0	0	0	11907.26	0	11907.26	0	0	0.64	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	113882	Glutton's Kerchief	2500000	1	250	250	7774.34	185.16	7381.76	51.57	-0.0064	0.29	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	113932	Talisman of the Fomor	190000000	2	19000	19000	18967	9226.89	9958.92	7834.98	-0.0421	2.64	0.21	0.0795
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	113959	Thogar's Serrated Chain	190000000	2	19000	19000	19999	3529.7	19900.11	3330.8	0.0084	2.14	0.07	0.0327
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	113992	Scribe's Research Notes	100000	55	10	10	22.4	17.16	32.29	16.42	0.0736	10.21	0.36	0.0353
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	114004	Medal of Patience	149523897	4	14952.3897	14952.3897	10957.94	3630.01	16919.9	1211.89	0.0851	1.57	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	114013	"01000010"	0	0	0	0	1000001.84	40824.64	1121428.38	32732.94	0.0102	0.64	0.07	0.1094
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	114015	Lavastone Pale	6500	1	0.65	0.65	44.61	28.26	13.68	21.62	-0.07	12.21	0.71	0.0581
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	114016	Lavastone Jack	598400	7	59.84	59.84	83.1	8.24	69.66	4.58	-0.0158	5.36	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	114017	Steamwheedle Wagon Bomb	587070	6	58.707	58.707	54.13	17.04	68.97	7.57	0.0624	6.43	0.14	0.0218
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	114056	Didi's Delicate Assembly	4000000	1	400	400	200	0	200	0	0	0.29	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	114230	Truesteel Helm	79000000	1	7900	7900	3365.39	4516.25	2188.96	1874.94	-0.114	5.93	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	114231	Truesteel Pauldrons	99989999	1	9998.9999	9998.9999	5299.86	2692.79	5584.37	2747.94	-0.0049	8.36	0.07	0.0084
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	114232	Truesteel Breastplate	99989997	3	9998.9997	9998.9997	9999	7560.46	10786.25	7590.27	-0.0119	4.79	0.07	0.0146
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	114233	Truesteel Waistguard	99989999	1	9998.9999	9998.9999	6102	3241.97	11605.68	1859.71	0.0729	5.36	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	114234	Truesteel Greaves	69272641	4	6927.2641	6927.2641	9966	5859.12	594.37	1730.8	-0.1463	9.43	0.21	0.0223
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	114235	Truesteel Boots	20999999	1	2099.9999	2099.9999	9999	5369.92	5194.83	4387.27	-0.0318	4.5	0.07	0.0156
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	114236	Truesteel Armguards	64999999	3	6499.9999	6499.9999	7000	6339.98	8503.9	6462.81	0.0045	4	0.07	0.0175
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	114237	Truesteel Gauntlets	499989999	1	49998.9999	49998.9999	3096.96	14504.99	374.25	10714.71	-0.1894	4.29	0.21	0.049
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	114809	Hexweave Mantle	24007499	7	2400.7499	2400.7499	3996.46	785.67	2901.22	559.24	-0.0257	12	0.14	0.0117
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	114810	Hexweave Cowl	28672651	8	2867.2652	2867.2652	5101.62	630.57	4547.3	585.74	-0.0098	11.29	0.14	0.0124
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	114811	Hexweave Leggings	99989999	1	9998.9999	9998.9999	9999	4994.87	10956.76	5012.47	-0.0037	7.86	0.07	0.0089
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	114812	Hexweave Gloves	99989999	1	9998.9999	9998.9999	9999	5722.77	17042.39	4683.77	0.0713	6.36	0.07	0.011
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	114813	Hexweave Robe	63184973	2	6318.4973	6318.4973	6165.86	270.21	5912.3	244.7	-0.0051	9.21	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	114814	Hexweave Bracers	0	0	0	0	5978.35	9678.19	10287.93	9254.19	0.0088	8.79	0.14	0.0159
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	114815	Hexweave Slippers	99989999	1	9998.9999	9998.9999	9999	5238.48	15454.26	4457.93	0.0324	6.21	0.14	0.0225
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	114816	Hexweave Belt	29989999	3	2998.9999	2998.9999	5395.72	2867.96	2278.67	2065.13	-0.0851	6.71	0.29	0.0432
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	114817	Powerful Hexweave Cloak	210930528	1	21093.0528	21093.0528	9999	4060.39	11587.23	3888.67	0	3.86	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	114818	Nimble Hexweave Cloak	99989999	2	9998.9999	9998.9999	9999	3279.74	12864.68	2991.7	0.0377	4.29	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	114819	Brilliant Hexweave Cloak	70245835	3	7024.5835	7024.5835	6753	2185.88	6118.4	2250.28	-0.0113	4.64	0.07	0.0151
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	114821	Hexweave Bag	23800000	56	2380	2288.8888	2382.79	138.08	2298.89	134.8	-0.0025	184.07	58.21	0.3162
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	114828	Sumptuous Cowl	25128915	1	2512.8915	2512.8915	444.1	36.24	507.48	16.13	0.017	3.5	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	114829	Sumptuous Robes	7463123	3	746.3123	746.3123	777.34	313.11	446.35	228.71	-0.0638	6.5	0.07	0.0108
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	114831	Sumptuous Leggings	6057378	1	605.7379	605.7379	517.25	90.34	429.15	79.03	-0.0137	4.71	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	114836	Hexweave Embroidery	500000	4	50	50	50	43.28	79.82	41.87	0.0375	5.64	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	114931	Cerulean Pigment	138999	200	13.8999	13.8999	8.02	4.75	13.49	3.75	0.0893	467.43	0.07	0.0001
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	115348	Feathered Cape	42029996	2	4202.9996	4202.9996	4087	389.34	4508.22	125.68	0.0198	1.71	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	115349	Talon of Vultros	118000000	1	11800	11800	13000	365.56	12390.81	267.04	-0.0045	1	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	115502	Small Luminous Shard	4147582	9	414.7582	414.7582	414.76	193.49	606.16	171.41	0.036	8.29	0.14	0.0169
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	115504	Fractured Temporal Crystal	25339	309	2.5339	2.5	4	2.16	1.9	0.72	-0.0996	486.57	5.71	0.0117
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	115525	Scary Ogre Face	0	0	0	0	500	190.91	255.46	132.02	-0.0587	0.57	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	115526	Taladite Recrystalizer	498999	19	49.8999	49.8998	71.19	26.37	72.43	27.17	0.0114	6.79	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	115794	Glowing Taladite Ring	14999998	3	1499.9998	1499.9998	2641.7	1567.41	1125	617	-0.1068	9.93	0.14	0.0141
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	115796	Shifting Taladite Ring	14999999	8	1499.9999	1499.9999	4451.66	2505.35	4182.31	2562.6	0.0056	13.57	0.36	0.0265
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	115798	Whispering Taladite Ring	14999999	5	1499.9999	1499.9999	4000	3198.46	3569.47	3318.18	-0.0153	11.36	0.21	0.0185
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	115799	Glowing Taladite Pendant	15000000	3	1500	1500	3671.53	1637.45	1478.64	1282.99	-0.0745	17.71	0.14	0.0079
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	115800	Shifting Taladite Pendant	19999999	2	1999.9999	1999.9999	2270.1	2597.97	5350.5	2130.3	0.0699	17.36	0	0
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	115801	Whispering Taladite Pendant	14999999	2	1499.9999	1499.9999	2481.83	1334.42	1146	982.03	-0.0811	12	0.07	0.0058
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	115803	Critical Strike Taladite	468996	3	46.8996	46.8996	47.4	9.61	42.76	9.15	-0.0172	20.29	0.5	0.0246
EU - Aszune / Alliance	03/05/2018 08:27:03	03/05/2018	N/A	115804	Haste Taladite	769999	2	76.9999	76.9999	77.22	11.4	80.93	11.51	0.0081	21.21	0	0
